2024-03-05 13:28:34,070 INFO    StreamThr :135190 [internal.py:wandb_internal():86] W&B internal server running at pid: 135190, started at: 2024-03-05 13:28:34.069640
2024-03-05 13:28:34,070 DEBUG   HandlerThread:135190 [handler.py:handle_request():146] handle_request: status
2024-03-05 13:28:34,073 INFO    WriterThread:135190 [datastore.py:open_for_write():87] open: /home/sgeisser/git/plr-exercise/wandb/run-20240305_132834-oszt2sd1/run-oszt2sd1.wandb
2024-03-05 13:28:34,073 DEBUG   SenderThread:135190 [sender.py:send():382] send: header
2024-03-05 13:28:34,074 DEBUG   SenderThread:135190 [sender.py:send():382] send: run
2024-03-05 13:28:34,479 INFO    SenderThread:135190 [dir_watcher.py:__init__():211] watching files in: /home/sgeisser/git/plr-exercise/wandb/run-20240305_132834-oszt2sd1/files
2024-03-05 13:28:34,480 INFO    SenderThread:135190 [sender.py:_start_run_threads():1136] run started: oszt2sd1 with start time 1709641714.069752
2024-03-05 13:28:34,484 DEBUG   HandlerThread:135190 [handler.py:handle_request():146] handle_request: check_version
2024-03-05 13:28:34,484 DEBUG   SenderThread:135190 [sender.py:send_request():409] send_request: check_version
2024-03-05 13:28:34,643 DEBUG   HandlerThread:135190 [handler.py:handle_request():146] handle_request: run_start
2024-03-05 13:28:34,653 DEBUG   HandlerThread:135190 [system_info.py:__init__():27] System info init
2024-03-05 13:28:34,653 DEBUG   HandlerThread:135190 [system_info.py:__init__():42] System info init done
2024-03-05 13:28:34,653 INFO    HandlerThread:135190 [system_monitor.py:start():194] Starting system monitor
2024-03-05 13:28:34,653 INFO    SystemMonitor:135190 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-05 13:28:34,654 INFO    HandlerThread:135190 [system_monitor.py:probe():214] Collecting system info
2024-03-05 13:28:34,654 INFO    SystemMonitor:135190 [interfaces.py:start():190] Started cpu monitoring
2024-03-05 13:28:34,656 INFO    SystemMonitor:135190 [interfaces.py:start():190] Started disk monitoring
2024-03-05 13:28:34,657 INFO    SystemMonitor:135190 [interfaces.py:start():190] Started gpu monitoring
2024-03-05 13:28:34,658 INFO    SystemMonitor:135190 [interfaces.py:start():190] Started memory monitoring
2024-03-05 13:28:34,659 INFO    SystemMonitor:135190 [interfaces.py:start():190] Started network monitoring
2024-03-05 13:28:34,668 DEBUG   HandlerThread:135190 [system_info.py:probe():151] Probing system
2024-03-05 13:28:34,741 DEBUG   HandlerThread:135190 [system_info.py:_probe_git():136] Probing git
2024-03-05 13:28:34,744 DEBUG   HandlerThread:135190 [system_info.py:_probe_git():144] Probing git done
2024-03-05 13:28:34,744 DEBUG   HandlerThread:135190 [system_info.py:probe():199] Probing system done
